Area_Name,Date,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
San Carlos city,July,2020-07-01,2020,July,15700,1100,0.066
San Carlos city,August,2020-08-01,2020,August,15900,800,0.05
San Carlos city,September,2020-09-01,2020,September,15900,800,0.049
San Clemente city,March,2020-03-01,2020,March,30100,1100,0.036000000000000004
San Clemente city,April,2020-04-01,2020,April,26200,4200,0.138
San Clemente city,May,2020-05-01,2020,May,26000,4100,0.135
San Clemente city,June,2020-06-01,2020,June,27100,3700,0.121
San Clemente city,July,2020-07-01,2020,July,27500,3300,0.10800000000000001
San Clemente city,August,2020-08-01,2020,August,27600,2500,0.081
San Clemente city,September,2020-09-01,2020,September,28200,2200,0.07400000000000001
San Diego County,March,2020-03-01,2020,March,1509100,66100,0.042
San Diego County,April,2020-04-01,2020,April,1317500,232800,0.15
San Diego County,May,2020-05-01,2020,May,1314200,235700,0.152
San Diego County,June,2020-06-01,2020,June,1365100,219300,0.138
San Diego County,July,2020-07-01,2020,July,1379500,196100,0.124
San Diego County,August,2020-08-01,2020,August,1406000,147500,0.095
San Diego County,September,2020-09-01,2020,September,1419100,140900,0.09
San Diego city,March,2020-03-01,2020,March,685100,28800,0.04
San Diego city,April,2020-04-01,2020,April,598100,103200,0.147
San Diego city,May,2020-05-01,2020,May,596600,104300,0.149
San Diego city,June,2020-06-01,2020,June,619700,98000,0.13699999999999998
San Diego city,July,2020-07-01,2020,July,626200,87100,0.122
San Diego city,August,2020-08-01,2020,August,638300,65500,0.09300000000000001
San Diego city,September,2020-09-01,2020,September,644200,62300,0.08800000000000001
San Diego-Carlsbad MSA,March,2020-03-01,2020,March,1509100,66100,0.042
San Diego-Carlsbad MSA,April,2020-04-01,2020,April,1317500,232800,0.15
San Diego-Carlsbad MSA,May,2020-05-01,2020,May,1314200,235700,0.152
San Diego-Carlsbad MSA,June,2020-06-01,2020,June,1365100,219300,0.138
San Diego-Carlsbad MSA,July,2020-07-01,2020,July,1379500,196100,0.124
San Diego-Carlsbad MSA,August,2020-08-01,2020,August,1406000,147500,0.095
San Diego-Carlsbad MSA,September,2020-09-01,2020,September,1419100,140900,0.09
"San Diego-Carlsbad, CA MSA",March,2020-03-01,2020,March,1511056,64284,0.040999999999999995
"San Diego-Carlsbad, CA MSA",April,2020-04-01,2020,April,1322453,237733,0.152
"San Diego-Carlsbad, CA MSA",May,2020-05-01,2020,May,1321155,238748,0.153
"San Diego-Carlsbad, CA MSA",June,2020-06-01,2020,June,1372786,213346,0.135
"San Diego-Carlsbad, CA MSA",July,2020-07-01,2020,July,1373676,186204,0.11900000000000001
"San Diego-Carlsbad, CA MSA",August,2020-08-01,2020,August,1404227,147144,0.095
San Dimas city,March,2020-03-01,2020,March,16500,1000,0.057999999999999996
San Dimas city,April,2020-04-01,2020,April,13400,2800,0.17300000000000001
San Dimas city,May,2020-05-01,2020,May,13200,2800,0.17600000000000002
San Dimas city,June,2020-06-01,2020,June,14000,2700,0.163
San Dimas city,July,2020-07-01,2020,July,14300,2600,0.152
San Dimas city,August,2020-08-01,2020,August,14500,2300,0.139
San Dimas city,September,2020-09-01,2020,September,14800,2000,0.121
San Fernando city,March,2020-03-01,2020,March,10800,700,0.062
San Fernando city,April,2020-04-01,2020,April,8800,2100,0.19399999999999998
San Fernando city,May,2020-05-01,2020,May,8700,2100,0.198
San Fernando city,June,2020-06-01,2020,June,9200,2100,0.187
San Fernando city,July,2020-07-01,2020,July,9400,2000,0.17600000000000002
San Fernando city,August,2020-08-01,2020,August,9500,1800,0.16
San Fernando city,September,2020-09-01,2020,September,9700,1600,0.14300000000000002
San Francisco County,March,2020-03-01,2020,March,561200,18100,0.031
San Francisco County,April,2020-04-01,2020,April,483900,69800,0.126
San Francisco County,May,2020-05-01,2020,May,483100,70400,0.127
San Francisco County,June,2020-06-01,2020,June,498800,71200,0.125
San Francisco County,July,2020-07-01,2020,July,510000,63500,0.111
San Francisco County,August,2020-08-01,2020,August,515800,47800,0.085
San Francisco County,September,2020-09-01,2020,September,517100,47500,0.084
San Francisco city,March,2020-03-01,2020,March,561200,18100,0.031
San Francisco city,April,2020-04-01,2020,April,483900,69800,0.126
San Francisco city,May,2020-05-01,2020,May,483100,70400,0.127
San Francisco city,June,2020-06-01,2020,June,498800,71200,0.125
San Francisco city,July,2020-07-01,2020,July,510000,63500,0.111
San Francisco city,August,2020-08-01,2020,August,515800,47800,0.085
San Francisco city,September,2020-09-01,2020,September,517100,47500,0.084
"San Francisco-Oakland-Hayward, CA MSA",March,2020-03-01,2020,March,2486536,86300,0.034
"San Francisco-Oakland-Hayward, CA MSA",April,2020-04-01,2020,April,2152211,328915,0.133
"San Francisco-Oakland-Hayward, CA MSA",May,2020-05-01,2020,May,2147723,328886,0.133
"San Francisco-Oakland-Hayward, CA MSA",June,2020-06-01,2020,June,2217692,316109,0.125
"San Francisco-Oakland-Hayward, CA MSA",July,2020-07-01,2020,July,2215176,278327,0.11199999999999999
"San Francisco-Oakland-Hayward, CA MSA",August,2020-08-01,2020,August,2249441,221969,0.09
San Francisco-Redwood City-South San Francisco MD,March,2020-03-01,2020,March,1004300,30900,0.03
San Francisco-Redwood City-South San Francisco MD,April,2020-04-01,2020,April,866000,118800,0.121
San Francisco-Redwood City-South San Francisco MD,May,2020-05-01,2020,May,864500,118400,0.12
San Francisco-Redwood City-South San Francisco MD,June,2020-06-01,2020,June,892700,119000,0.11800000000000001
San Francisco-Redwood City-South San Francisco MD,July,2020-07-01,2020,July,912900,105000,0.10300000000000001
San Francisco-Redwood City-South San Francisco MD,August,2020-08-01,2020,August,923300,79500,0.079
San Francisco-Redwood City-South San Francisco MD,September,2020-09-01,2020,September,925600,78800,0.078
"San Francisco-Redwood City-South San Francisco, CA Met Div",March,2020-03-01,2020,March,1007320,29572,0.028999999999999998
"San Francisco-Redwood City-South San Francisco, CA Met Div",April,2020-04-01,2020,April,873999,121126,0.122
"San Francisco-Redwood City-South San Francisco, CA Met Div",May,2020-05-01,2020,May,872003,121043,0.122
"San Francisco-Redwood City-South San Francisco, CA Met Div",June,2020-06-01,2020,June,901319,117172,0.115
"San Francisco-Redwood City-South San Francisco, CA Met Div",July,2020-07-01,2020,July,911025,101752,0.1
"San Francisco-Redwood City-South San Francisco, CA Met Div",August,2020-08-01,2020,August,924160,80647,0.08
San Gabriel city,March,2020-03-01,2020,March,19900,1200,0.057
San Gabriel city,April,2020-04-01,2020,April,16100,4600,0.222
San Gabriel city,May,2020-05-01,2020,May,15900,5200,0.245
San Gabriel city,June,2020-06-01,2020,June,16800,5000,0.23
San Gabriel city,July,2020-07-01,2020,July,17200,4600,0.209
San Gabriel city,August,2020-08-01,2020,August,17500,4000,0.187
San Gabriel city,September,2020-09-01,2020,September,17800,3600,0.168
San Jacinto city,March,2020-03-01,2020,March,17700,1400,0.071
San Jacinto city,April,2020-04-01,2020,April,15600,3400,0.177
San Jacinto city,May,2020-05-01,2020,May,15600,3500,0.18100000000000002
San Jacinto city,June,2020-06-01,2020,June,16000,3100,0.163
San Jacinto city,July,2020-07-01,2020,July,16200,3100,0.16
San Jacinto city,August,2020-08-01,2020,August,16400,2300,0.125
San Jacinto city,September,2020-09-01,2020,September,16500,2400,0.124
San Joaquin County,March,2020-03-01,2020,March,301100,27600,0.084
San Joaquin County,April,2020-04-01,2020,April,267700,57900,0.17800000000000002
San Joaquin County,May,2020-05-01,2020,May,268000,53500,0.166
San Joaquin County,June,2020-06-01,2020,June,275600,51800,0.158
San Joaquin County,July,2020-07-01,2020,July,276100,47700,0.147
San Joaquin County,August,2020-08-01,2020,August,283400,36400,0.114
San Joaquin County,September,2020-09-01,2020,September,286200,36800,0.114
San Joaquin city,March,2020-03-01,2020,March,1400,300,0.174
San Joaquin city,April,2020-04-01,2020,April,1300,400,0.257
San Joaquin city,May,2020-05-01,2020,May,1300,400,0.239
San Joaquin city,June,2020-06-01,2020,June,1300,400,0.225
San Joaquin city,July,2020-07-01,2020,July,1300,400,0.21
San Joaquin city,August,2020-08-01,2020,August,1400,300,0.165
San Joaquin city,September,2020-09-01,2020,September,1400,300,0.165
San Jose city,March,2020-03-01,2020,March,530400,19600,0.036000000000000004
San Jose city,April,2020-04-01,2020,April,472900,75400,0.138
San Jose city,May,2020-05-01,2020,May,472900,71600,0.131
San Jose city,June,2020-06-01,2020,June,487900,69000,0.124
San Jose city,July,2020-07-01,2020,July,493800,60600,0.109
San Jose city,August,2020-08-01,2020,August,498500,46000,0.084
San Jose city,September,2020-09-01,2020,September,501100,44900,0.08199999999999999
San Jose-Sunnyvale-Santa Clara MSA,March,2020-03-01,2020,March,1036700,37700,0.035
San Jose-Sunnyvale-Santa Clara MSA,April,2020-04-01,2020,April,924500,125500,0.12
San Jose-Sunnyvale-Santa Clara MSA,May,2020-05-01,2020,May,924400,118200,0.113
San Jose-Sunnyvale-Santa Clara MSA,June,2020-06-01,2020,June,953700,114900,0.10800000000000001
San Jose-Sunnyvale-Santa Clara MSA,July,2020-07-01,2020,July,965300,101300,0.095
San Jose-Sunnyvale-Santa Clara MSA,August,2020-08-01,2020,August,974500,76300,0.073
San Jose-Sunnyvale-Santa Clara MSA,September,2020-09-01,2020,September,979500,74800,0.071
"San Jose-Sunnyvale-Santa Clara, CA MSA",March,2020-03-01,2020,March,1041032,35844,0.033
"San Jose-Sunnyvale-Santa Clara, CA MSA",April,2020-04-01,2020,April,931566,127612,0.12
"San Jose-Sunnyvale-Santa Clara, CA MSA",May,2020-05-01,2020,May,930036,121287,0.115
"San Jose-Sunnyvale-Santa Clara, CA MSA",June,2020-06-01,2020,June,957792,112919,0.105
"San Jose-Sunnyvale-Santa Clara, CA MSA",July,2020-07-01,2020,July,956390,97681,0.09300000000000001
"San Jose-Sunnyvale-Santa Clara, CA MSA",August,2020-08-01,2020,August,968959,77606,0.07400000000000001
San Juan Bautista city,March,2020-03-01,2020,March,1000,0,0.045
San Juan Bautista city,April,2020-04-01,2020,April,900,100,0.114
San Juan Bautista city,May,2020-05-01,2020,May,900,100,0.092
San Juan Bautista city,June,2020-06-01,2020,June,900,100,0.08
San Juan Bautista city,July,2020-07-01,2020,July,900,100,0.068
San Juan Bautista city,August,2020-08-01,2020,August,900,0,0.051
San Juan Bautista city,September,2020-09-01,2020,September,900,0,0.05
San Juan Capistrano city,March,2020-03-01,2020,March,16300,600,0.036000000000000004
San Juan Capistrano city,April,2020-04-01,2020,April,14200,2100,0.13
San Juan Capistrano city,May,2020-05-01,2020,May,14100,2100,0.129
San Juan Capistrano city,June,2020-06-01,2020,June,14700,1900,0.11699999999999999
San Juan Capistrano city,July,2020-07-01,2020,July,14900,1800,0.106
San Juan Capistrano city,August,2020-08-01,2020,August,15000,1300,0.08
San Juan Capistrano city,September,2020-09-01,2020,September,15300,1200,0.073
San Leandro city,March,2020-03-01,2020,March,44200,1900,0.040999999999999995
San Leandro city,April,2020-04-01,2020,April,38000,8300,0.18
San Leandro city,May,2020-05-01,2020,May,38100,8300,0.179
San Leandro city,June,2020-06-01,2020,June,39200,8000,0.16899999999999998
San Leandro city,July,2020-07-01,2020,July,39600,7100,0.152
San Leandro city,August,2020-08-01,2020,August,40000,5400,0.11900000000000001
San Leandro city,September,2020-09-01,2020,September,40200,5300,0.11699999999999999
San Lorenzo CDP,March,2020-03-01,2020,March,12100,500,0.040999999999999995
San Lorenzo CDP,April,2020-04-01,2020,April,10500,1800,0.146
San Lorenzo CDP,May,2020-05-01,2020,May,10500,1700,0.14300000000000002
San Lorenzo CDP,June,2020-06-01,2020,June,10800,1800,0.14
San Lorenzo CDP,July,2020-07-01,2020,July,10900,1600,0.127
San Lorenzo CDP,August,2020-08-01,2020,August,11000,1200,0.099
San Lorenzo CDP,September,2020-09-01,2020,September,11100,1200,0.09699999999999999
San Lucas CDP,March,2020-03-01,2020,March,200,0,0.20800000000000002
San Lucas CDP,April,2020-04-01,2020,April,100,100,0.326
San Lucas CDP,May,2020-05-01,2020,May,100,100,0.27399999999999997
San Lucas CDP,June,2020-06-01,2020,June,100,0,0.242
San Lucas CDP,July,2020-07-01,2020,July,100,0,0.207
San Lucas CDP,August,2020-08-01,2020,August,100,0,0.158
San Lucas CDP,September,2020-09-01,2020,September,100,0,0.153
San Luis Obispo County,March,2020-03-01,2020,March,136300,5400,0.038
San Luis Obispo County,April,2020-04-01,2020,April,114700,18700,0.14
San Luis Obispo County,May,2020-05-01,2020,May,113600,16800,0.129
San Luis Obispo County,June,2020-06-01,2020,June,117600,15200,0.115
San Luis Obispo County,July,2020-07-01,2020,July,119000,13300,0.1
San Luis Obispo County,August,2020-08-01,2020,August,119100,9800,0.076
San Luis Obispo County,September,2020-09-01,2020,September,120800,9400,0.07200000000000001
San Luis Obispo city,March,2020-03-01,2020,March,24700,900,0.034
San Luis Obispo city,April,2020-04-01,2020,April,20800,3500,0.14300000000000002
San Luis Obispo city,May,2020-05-01,2020,May,20600,3200,0.135
San Luis Obispo city,June,2020-06-01,2020,June,21300,2900,0.121
San Luis Obispo city,July,2020-07-01,2020,July,21600,2500,0.102
San Luis Obispo city,August,2020-08-01,2020,August,21600,1800,0.077
San Luis Obispo city,September,2020-09-01,2020,September,21900,1700,0.07
San Luis Obispo-Paso Robles-Arroyo Grande MSA,March,2020-03-01,2020,March,136300,5400,0.038
San Luis Obispo-Paso Robles-Arroyo Grande MSA,April,2020-04-01,2020,April,114700,18700,0.14
San Luis Obispo-Paso Robles-Arroyo Grande MSA,May,2020-05-01,2020,May,113600,16800,0.129
San Luis Obispo-Paso Robles-Arroyo Grande MSA,June,2020-06-01,2020,June,117600,15200,0.115
San Luis Obispo-Paso Robles-Arroyo Grande MSA,July,2020-07-01,2020,July,119000,13300,0.1
San Luis Obispo-Paso Robles-Arroyo Grande MSA,August,2020-08-01,2020,August,119100,9800,0.076
San Luis Obispo-Paso Robles-Arroyo Grande MSA,September,2020-09-01,2020,September,120800,9400,0.07200000000000001
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",March,2020-03-01,2020,March,135430,5082,0.036000000000000004
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",April,2020-04-01,2020,April,113776,18982,0.14300000000000002
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",May,2020-05-01,2020,May,113507,17335,0.132
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",June,2020-06-01,2020,June,117346,14896,0.113
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",July,2020-07-01,2020,July,120287,12635,0.095
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",August,2020-08-01,2020,August,122132,9854,0.075
San Marcos city,March,2020-03-01,2020,March,40500,1600,0.037000000000000005
San Marcos city,April,2020-04-01,2020,April,35400,5900,0.14300000000000002
San Marcos city,May,2020-05-01,2020,May,35300,5800,0.141
San Marcos city,June,2020-06-01,2020,June,36700,5300,0.127
San Marcos city,July,2020-07-01,2020,July,37100,4800,0.115
San Marcos city,August,2020-08-01,2020,August,37800,3500,0.086
San Marcos city,September,2020-09-01,2020,September,38100,3300,0.081
San Marino city,March,2020-03-01,2020,March,5200,200,0.035
San Marino city,April,2020-04-01,2020,April,4300,600,0.115
San Marino city,May,2020-05-01,2020,May,4200,600,0.11800000000000001
San Marino city,June,2020-06-01,2020,June,4500,600,0.111
San Marino city,July,2020-07-01,2020,July,4500,500,0.10400000000000001
San Marino city,August,2020-08-01,2020,August,4600,500,0.09300000000000001
San Marino city,September,2020-09-01,2020,September,4700,400,0.083
San Martin CDP,March,2020-03-01,2020,March,3700,100,0.028999999999999998
San Martin CDP,April,2020-04-01,2020,April,3300,400,0.102
San Martin CDP,May,2020-05-01,2020,May,3300,400,0.09699999999999999
San Martin CDP,June,2020-06-01,2020,June,3400,400,0.092
San Martin CDP,July,2020-07-01,2020,July,3500,300,0.08199999999999999
San Martin CDP,August,2020-08-01,2020,August,3500,200,0.062
San Martin CDP,September,2020-09-01,2020,September,3500,200,0.061
San Mateo County,March,2020-03-01,2020,March,443100,12800,0.027999999999999997
San Mateo County,April,2020-04-01,2020,April,382100,49000,0.114
San Mateo County,May,2020-05-01,2020,May,381400,48000,0.11199999999999999
San Mateo County,June,2020-06-01,2020,June,393900,47800,0.10800000000000001
San Mateo County,July,2020-07-01,2020,July,402900,41500,0.09300000000000001
San Mateo County,August,2020-08-01,2020,August,407500,31600,0.07200000000000001
San Mateo County,September,2020-09-01,2020,September,408600,31300,0.071
San Mateo city,March,2020-03-01,2020,March,63200,1700,0.027000000000000003
San Mateo city,April,2020-04-01,2020,April,54500,6100,0.10099999999999999
San Mateo city,May,2020-05-01,2020,May,54400,5900,0.098
San Mateo city,June,2020-06-01,2020,June,56200,5900,0.095
San Mateo city,July,2020-07-01,2020,July,57500,5100,0.08199999999999999
San Mateo city,August,2020-08-01,2020,August,58100,3900,0.063
San Mateo city,September,2020-09-01,2020,September,58300,3800,0.062
San Miguel CDP,March,2020-03-01,2020,March,1200,100,0.08199999999999999
San Miguel CDP,April,2020-04-01,2020,April,1000,400,0.267
San Miguel CDP,May,2020-05-01,2020,May,1000,300,0.249
San Miguel CDP,June,2020-06-01,2020,June,1100,300,0.225
San Miguel CDP,July,2020-07-01,2020,July,1100,300,0.2
San Miguel CDP,August,2020-08-01,2020,August,1100,200,0.155
San Miguel CDP,September,2020-09-01,2020,September,1100,200,0.14800000000000002
San Pablo city,March,2020-03-01,2020,March,13100,600,0.047
San Pablo city,April,2020-04-01,2020,April,11300,2500,0.18100000000000002
San Pablo city,May,2020-05-01,2020,May,11400,2300,0.17
San Pablo city,June,2020-06-01,2020,June,11700,2400,0.16899999999999998
San Pablo city,July,2020-07-01,2020,July,11800,2200,0.157
San Pablo city,August,2020-08-01,2020,August,11900,1700,0.125
San Pablo city,September,2020-09-01,2020,September,12000,1700,0.124
San Rafael MD,March,2020-03-01,2020,March,133400,4300,0.031
San Rafael MD,April,2020-04-01,2020,April,113700,14400,0.11199999999999999
San Rafael MD,May,2020-05-01,2020,May,114200,13400,0.105
San Rafael MD,June,2020-06-01,2020,June,119500,13400,0.10099999999999999
San Rafael MD,July,2020-07-01,2020,July,121800,12000,0.09
San Rafael MD,August,2020-08-01,2020,August,123800,9000,0.068
San Rafael MD,September,2020-09-01,2020,September,124700,8600,0.065
San Rafael city,March,2020-03-01,2020,March,31000,900,0.028999999999999998
San Rafael city,April,2020-04-01,2020,April,26400,3400,0.115
San Rafael city,May,2020-05-01,2020,May,26600,3200,0.106
San Rafael city,June,2020-06-01,2020,June,27800,3200,0.10300000000000001
San Rafael city,July,2020-07-01,2020,July,28300,2900,0.09300000000000001
San Rafael city,August,2020-08-01,2020,August,28800,2100,0.069
San Rafael city,September,2020-09-01,2020,September,29000,2100,0.066
"San Rafael, CA Met Div",March,2020-03-01,2020,March,134553,4129,0.03
"San Rafael, CA Met Div",April,2020-04-01,2020,April,114833,14676,0.113
"San Rafael, CA Met Div",May,2020-05-01,2020,May,114692,13851,0.10800000000000001
"San Rafael, CA Met Div",June,2020-06-01,2020,June,119963,13176,0.099
"San Rafael, CA Met Div",July,2020-07-01,2020,July,121171,11504,0.087
"San Rafael, CA Met Div",August,2020-08-01,2020,August,122692,8928,0.068
San Ramon city,March,2020-03-01,2020,March,37900,1300,0.033
San Ramon city,April,2020-04-01,2020,April,32600,3900,0.10800000000000001
San Ramon city,May,2020-05-01,2020,May,32700,4000,0.109
San Ramon city,June,2020-06-01,2020,June,33700,4100,0.10800000000000001
San Ramon city,July,2020-07-01,2020,July,34000,3600,0.096
San Ramon city,August,2020-08-01,2020,August,34300,2600,0.07
San Ramon city,September,2020-09-01,2020,September,34600,2500,0.068
Sand City city,March,2020-03-01,2020,March,200,0,0.08
Sand City city,April,2020-04-01,2020,April,100,0,0.14400000000000002
Sand City city,May,2020-05-01,2020,May,100,0,0.113
Sand City city,June,2020-06-01,2020,June,200,0,0.099
Sand City city,July,2020-07-01,2020,July,200,0,0.08199999999999999
Sand City city,August,2020-08-01,2020,August,200,0,0.06
Sand City city,September,2020-09-01,2020,September,200,0,0.06
Sanger city,March,2020-03-01,2020,March,10400,1400,0.11699999999999999
Sanger city,April,2020-04-01,2020,April,9600,2000,0.171
Sanger city,May,2020-05-01,2020,May,9600,1800,0.159
Sanger city,June,2020-06-01,2020,June,9800,1800,0.154
Sanger city,July,2020-07-01,2020,July,9900,1600,0.14
Sanger city,August,2020-08-01,2020,August,10100,1200,0.106
Sanger city,September,2020-09-01,2020,September,10100,1200,0.10300000000000001
Santa Ana city,March,2020-03-01,2020,March,149000,5800,0.038
Santa Ana city,April,2020-04-01,2020,April,129400,21200,0.141
Santa Ana city,May,2020-05-01,2020,May,128700,22500,0.149
Santa Ana city,June,2020-06-01,2020,June,134200,21400,0.13699999999999998
Santa Ana city,July,2020-07-01,2020,July,135800,19500,0.126
Santa Ana city,August,2020-08-01,2020,August,136700,14800,0.098
Santa Ana city,September,2020-09-01,2020,September,139300,14400,0.094
Santa Barbara County,March,2020-03-01,2020,March,201800,12300,0.057
Santa Barbara County,April,2020-04-01,2020,April,182800,29500,0.139
Santa Barbara County,May,2020-05-01,2020,May,182600,27100,0.129
Santa Barbara County,June,2020-06-01,2020,June,188900,24700,0.115
Santa Barbara County,July,2020-07-01,2020,July,189200,21700,0.10300000000000001
Santa Barbara County,August,2020-08-01,2020,August,193900,16000,0.076
Santa Barbara County,September,2020-09-01,2020,September,196100,15600,0.07400000000000001
Santa Barbara city,March,2020-03-01,2020,March,47500,1400,0.028999999999999998
Santa Barbara city,April,2020-04-01,2020,April,43000,6200,0.126
Santa Barbara city,May,2020-05-01,2020,May,42900,6100,0.124
Santa Barbara city,June,2020-06-01,2020,June,44400,5800,0.115
Santa Barbara city,July,2020-07-01,2020,July,44500,5100,0.10300000000000001
Santa Barbara city,August,2020-08-01,2020,August,45600,3700,0.076
Santa Barbara city,September,2020-09-01,2020,September,46100,3600,0.07200000000000001
Santa Clara County,March,2020-03-01,2020,March,1007600,35200,0.034
Santa Clara County,April,2020-04-01,2020,April,898300,119400,0.11699999999999999
Santa Clara County,May,2020-05-01,2020,May,898300,113400,0.11199999999999999
Santa Clara County,June,2020-06-01,2020,June,926700,110700,0.107
Santa Clara County,July,2020-07-01,2020,July,937900,97600,0.094
Santa Clara County,August,2020-08-01,2020,August,946900,73700,0.07200000000000001
Santa Clara County,September,2020-09-01,2020,September,951700,72100,0.07
Santa Clara city,March,2020-03-01,2020,March,68900,2200,0.031
Santa Clara city,April,2020-04-01,2020,April,61400,6400,0.095
Santa Clara city,May,2020-05-01,2020,May,61400,6200,0.092
Santa Clara city,June,2020-06-01,2020,June,63300,6300,0.09
Santa Clara city,July,2020-07-01,2020,July,64100,5600,0.081
Santa Clara city,August,2020-08-01,2020,August,64700,4200,0.061
Santa Clara city,September,2020-09-01,2020,September,65000,4200,0.06
Santa Clarita city,March,2020-03-01,2020,March,103800,6700,0.06
Santa Clarita city,April,2020-04-01,2020,April,84200,21500,0.203
Santa Clarita city,May,2020-05-01,2020,May,83000,21100,0.20199999999999999
Santa Clarita city,June,2020-06-01,2020,June,88000,20200,0.18600000000000003
Santa Clarita city,July,2020-07-01,2020,July,89800,19000,0.174
Santa Clarita city,August,2020-08-01,2020,August,91300,16700,0.155
Santa Clarita city,September,2020-09-01,2020,September,93300,14700,0.136
Santa Cruz County,March,2020-03-01,2020,March,130000,11400,0.081
Santa Cruz County,April,2020-04-01,2020,April,112000,23000,0.17
Santa Cruz County,May,2020-05-01,2020,May,111700,19000,0.146
Santa Cruz County,June,2020-06-01,2020,June,114900,17400,0.131
Santa Cruz County,July,2020-07-01,2020,July,116400,14800,0.113
Santa Cruz County,August,2020-08-01,2020,August,117500,10900,0.085
Santa Cruz County,September,2020-09-01,2020,September,118300,10400,0.081
Santa Cruz city,March,2020-03-01,2020,March,30900,1200,0.038
Santa Cruz city,April,2020-04-01,2020,April,26600,4100,0.133
Santa Cruz city,May,2020-05-01,2020,May,26500,3900,0.128
Santa Cruz city,June,2020-06-01,2020,June,27300,4000,0.127
Santa Cruz city,July,2020-07-01,2020,July,27700,3500,0.11199999999999999
Santa Cruz city,August,2020-08-01,2020,August,27900,2500,0.083
Santa Cruz city,September,2020-09-01,2020,September,28100,2400,0.079
Santa Cruz-Watsonville MSA,March,2020-03-01,2020,March,130000,11400,0.081
Santa Cruz-Watsonville MSA,April,2020-04-01,2020,April,112000,23000,0.17
Santa Cruz-Watsonville MSA,May,2020-05-01,2020,May,111700,19000,0.146
Santa Cruz-Watsonville MSA,June,2020-06-01,2020,June,114900,17400,0.131
Santa Cruz-Watsonville MSA,July,2020-07-01,2020,July,116400,14800,0.113
Santa Cruz-Watsonville MSA,August,2020-08-01,2020,August,117500,10900,0.085
Santa Cruz-Watsonville MSA,September,2020-09-01,2020,September,118300,10400,0.081
"Santa Cruz-Watsonville, CA MSA",March,2020-03-01,2020,March,133178,8905,0.063
"Santa Cruz-Watsonville, CA MSA",April,2020-04-01,2020,April,113186,22179,0.16399999999999998
"Santa Cruz-Watsonville, CA MSA",May,2020-05-01,2020,May,109771,20151,0.155
"Santa Cruz-Watsonville, CA MSA",June,2020-06-01,2020,June,109866,18255,0.142
"Santa Cruz-Watsonville, CA MSA",July,2020-07-01,2020,July,112374,15620,0.122
"Santa Cruz-Watsonville, CA MSA",August,2020-08-01,2020,August,116543,12678,0.098
Santa Fe Springs city,March,2020-03-01,2020,March,7600,300,0.039
Santa Fe Springs city,April,2020-04-01,2020,April,6200,900,0.129
Santa Fe Springs city,May,2020-05-01,2020,May,6100,900,0.132
Santa Fe Springs city,June,2020-06-01,2020,June,6500,900,0.124
Santa Fe Springs city,July,2020-07-01,2020,July,6600,900,0.11599999999999999
Santa Fe Springs city,August,2020-08-01,2020,August,6700,800,0.105
Santa Fe Springs city,September,2020-09-01,2020,September,6900,700,0.094
Santa Maria city,March,2020-03-01,2020,March,44900,5600,0.111
Santa Maria city,April,2020-04-01,2020,April,40700,8300,0.16899999999999998
Santa Maria city,May,2020-05-01,2020,May,40600,6700,0.141
Santa Maria city,June,2020-06-01,2020,June,42000,5700,0.12
Santa Maria city,July,2020-07-01,2020,July,42100,5000,0.106
Santa Maria city,August,2020-08-01,2020,August,43100,3700,0.079
Santa Maria city,September,2020-09-01,2020,September,43600,3700,0.078
Santa Maria-Santa Barbara MSA,March,2020-03-01,2020,March,201800,12300,0.057
Santa Maria-Santa Barbara MSA,April,2020-04-01,2020,April,182800,29500,0.139
Santa Maria-Santa Barbara MSA,May,2020-05-01,2020,May,182600,27100,0.129
Santa Maria-Santa Barbara MSA,June,2020-06-01,2020,June,188900,24700,0.115
Santa Maria-Santa Barbara MSA,July,2020-07-01,2020,July,189200,21700,0.10300000000000001
Santa Maria-Santa Barbara MSA,August,2020-08-01,2020,August,193900,16000,0.076
Santa Maria-Santa Barbara MSA,September,2020-09-01,2020,September,196100,15600,0.07400000000000001
"Santa Maria-Santa Barbara, CA MSA",March,2020-03-01,2020,March,204650,10746,0.05
"Santa Maria-Santa Barbara, CA MSA",April,2020-04-01,2020,April,181882,30292,0.14300000000000002
"Santa Maria-Santa Barbara, CA MSA",May,2020-05-01,2020,May,181276,28935,0.138
"Santa Maria-Santa Barbara, CA MSA",June,2020-06-01,2020,June,187043,25202,0.11900000000000001
"Santa Maria-Santa Barbara, CA MSA",July,2020-07-01,2020,July,186884,21747,0.10400000000000001
"Santa Maria-Santa Barbara, CA MSA",August,2020-08-01,2020,August,192472,17266,0.08199999999999999
Santa Monica city,March,2020-03-01,2020,March,51700,3300,0.061
Santa Monica city,April,2020-04-01,2020,April,42000,8800,0.174
Santa Monica city,May,2020-05-01,2020,May,41400,8700,0.174
Santa Monica city,June,2020-06-01,2020,June,43900,8900,0.16899999999999998
