status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-28
Ready,Hospital,San Mateo,113.0,7,0.0,2020-06-28
Ready,Alternative Care Facility,Orange,59.0,1,185.0,2020-06-28
Ready,Federal Medical Station,Imperial,113.0,12,0.0,2020-06-28
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-29
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-29
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-29
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-29
Ready,Hospital,San Mateo,109.0,11,0.0,2020-06-29
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-29
Ready,Alternative Care Facility,Orange,50.0,10,185.0,2020-06-29
Ready,Federal Medical Station,Imperial,115.0,10,0.0,2020-06-29
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-29
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-29
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-29
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-30
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-30
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-30
Ready,Hospital,San Mateo,106.0,14,0.0,2020-06-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-30
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-30
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-30
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-30
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-30
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-30
Ready,Alternative Care Facility,Orange,49.0,11,185.0,2020-06-30
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-30
Ready,Federal Medical Station,Imperial,113.0,12,0.0,2020-06-30
Ready,Alternative Care Facility,Orange,47.0,13,185.0,2020-07-01
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-01
Ready,Hospital,San Mateo,106.0,14,0.0,2020-07-01
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-01
Ready,Federal Medical Station,Imperial,112.0,13,0.0,2020-07-01
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-01
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-07-01
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-01
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-01
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-07-01
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-01
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-01
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-01
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-02
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-02
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-02
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-02
Ready,Alternative Care Facility,Tulare,50.0,0,52.0,2020-07-02
Ready,Hospital,San Mateo,105.0,15,0.0,2020-07-02
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-02
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-02
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-02
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-02
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-02
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-02
Ready,Hospital,San Mateo,107.0,13,0.0,2020-07-03
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-03
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-03
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-03
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-07-03
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-03
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-03
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-03
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-03
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-03
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-03
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-04
Ready,Hospital,San Mateo,108.0,12,0.0,2020-07-04
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-04
Ready,Alternative Care Facility,Tulare,50.0,0,123.0,2020-07-04
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-04
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-04
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-04
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-04
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-04
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-04
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-04
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-04
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-05
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-05
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-05
Ready,Alternative Care Facility,Orange,44.0,16,185.0,2020-07-05
Ready,Hospital,San Mateo,105.0,15,0.0,2020-07-05
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-05
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-05
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-05
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-05
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-05
Ready,Alternative Care Facility,Tulare,49.0,1,123.0,2020-07-05
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-05
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-06
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-07-06
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-06
Ready,Alternative Care Facility,Tulare,47.0,3,123.0,2020-07-06
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-06
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-06
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-06
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-06
Ready,Hospital,San Mateo,101.0,19,0.0,2020-07-06
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-07
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-07
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-07
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-07
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-07
Ready,Hospital,San Mateo,97.0,23,0.0,2020-07-07
Ready,Alternative Care Facility,Orange,46.0,14,185.0,2020-07-07
Ready,Alternative Care Facility,Tulare,45.0,5,123.0,2020-07-07
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-07
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-07
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-07
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-07
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-08
Ready,Alternative Care Facility,Tulare,41.0,9,123.0,2020-07-08
Ready,Hospital,San Mateo,96.0,24,0.0,2020-07-08
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-08
Ready,Federal Medical Station,Imperial,68.0,12,45.0,2020-07-08
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-08
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-08
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-08
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-08
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-08
Ready,Alternative Care Facility,Orange,42.0,18,185.0,2020-07-08
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-08
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-09
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-09
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-09
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-09
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-09
Ready,Alternative Care Facility,Orange,44.0,16,185.0,2020-07-09
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-09
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-09
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-09
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-09
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-09
Ready,Federal Medical Station,Imperial,68.0,12,45.0,2020-07-09
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-10
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-10
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-10
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-10
Ready,Federal Medical Station,Imperial,64.0,16,45.0,2020-07-10
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-10
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-10
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-10
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-10
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-10
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-10
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-11
Ready,Federal Medical Station,Imperial,61.0,19,45.0,2020-07-11
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-11
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-11
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-11
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-11
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-11
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-11
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-11
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-11
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-11
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-11
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-12
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-12
Ready,Hospital,San Mateo,96.0,24,0.0,2020-07-12
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-12
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-12
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-07-12
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-12
Ready,Federal Medical Station,Imperial,61.0,19,45.0,2020-07-12
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-12
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-12
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-12
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-12
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-13
Ready,Hospital,San Mateo,94.0,26,0.0,2020-07-13
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-13
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-07-13
Ready,Alternative Care Facility,Tulare,38.0,12,123.0,2020-07-13
Ready,Federal Medical Station,Imperial,63.0,17,45.0,2020-07-13
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-13
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-13
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-13
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-13
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-13
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-13
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-14
Ready,Hospital,San Mateo,95.0,25,0.0,2020-07-14
Ready,Alternative Care Facility,Orange,47.0,13,185.0,2020-07-14
Ready,Federal Medical Station,Marin,148.0,46,0.0,2020-07-14
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-14
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-14
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-14
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-14
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-14
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-14
Ready,Alternative Care Facility,Tulare,38.0,12,123.0,2020-07-14
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-14
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-15
Ready,Hospital,San Mateo,94.0,26,0.0,2020-07-15
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-15
Ready,Alternative Care Facility,Orange,44.0,16,185.0,2020-07-15
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-15
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-15
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-15
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-15
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-15
Ready,Alternative Care Facility,Tulare,42.0,8,123.0,2020-07-15
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-15
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-15
Ready,Federal Medical Station,Marin,177.0,63,0.0,2020-07-15
Ready,Federal Medical Station,Marin,132.0,108,0.0,2020-07-16
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-16
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-16
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-16
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-16
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-16
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-16
Ready,Hospital,San Mateo,96.0,24,0.0,2020-07-16
Ready,Alternative Care Facility,Orange,47.0,13,185.0,2020-07-16
Ready,Alternative Care Facility,Tulare,42.0,8,123.0,2020-07-16
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-16
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-16
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-16
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-17
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-17
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-17
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-07-17
Ready,Alternative Care Facility,Tulare,40.0,10,123.0,2020-07-17
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-17
Ready,Alternative Care Facility,Orange,46.0,14,185.0,2020-07-17
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-17
Ready,Hospital,San Mateo,99.0,21,0.0,2020-07-17
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-17
Ready,Federal Medical Station,Marin,139.0,101,0.0,2020-07-17
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-17
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-17
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-18
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-18
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-18
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-18
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-18
Ready,Federal Medical Station,Imperial,73.0,7,45.0,2020-07-18
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-07-18
Ready,Alternative Care Facility,Orange,41.0,19,185.0,2020-07-18
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-18
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-18
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-18
Ready,Federal Medical Station,Marin,135.0,105,0.0,2020-07-18
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-18
Ready,Federal Medical Station,Marin,133.0,107,0.0,2020-07-19
Ready,Hospital,San Mateo,99.0,21,0.0,2020-07-19
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-19
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-19
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-19
Ready,Alternative Care Facility,Orange,41.0,19,185.0,2020-07-19
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-19
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-19
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-19
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-07-19
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-19
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-19
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-19
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-20
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-20
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-20
Ready,Federal Medical Station,Marin,133.0,107,0.0,2020-07-20
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-20
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-07-20
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-20
Ready,Alternative Care Facility,Tulare,30.0,20,123.0,2020-07-20
Ready,Federal Medical Station,Imperial,75.0,5,45.0,2020-07-20
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-20
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-20
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-20
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-20
Ready,Federal Medical Station,Imperial,74.0,6,45.0,2020-07-21
Ready,Federal Medical Station,Marin,132.0,108,0.0,2020-07-21
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-21
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-21
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-21
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-21
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-21
Ready,Alternative Care Facility,Tulare,35.0,15,123.0,2020-07-21
Ready,Hospital,San Mateo,99.0,21,0.0,2020-07-21
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-21
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-21
Ready,Alternative Care Facility,Orange,41.0,19,185.0,2020-07-21
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-21
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-22
Ready,Hospital,San Mateo,99.0,21,0.0,2020-07-22
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-22
Ready,Alternative Care Facility,Orange,40.0,20,185.0,2020-07-22
Ready,Federal Medical Station,Marin,145.0,95,0.0,2020-07-22
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-07-22
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-22
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-22
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-22
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-22
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-22
Ready,Alternative Care Facility,Tulare,33.0,17,123.0,2020-07-22
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-22
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-23
Ready,Hospital,San Mateo,99.0,21,0.0,2020-07-23
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-23
Ready,Alternative Care Facility,Orange,37.0,23,185.0,2020-07-23
Ready,Alternative Care Facility,Tulare,33.0,17,123.0,2020-07-23
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-23
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-23
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-23
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-23
Ready,Federal Medical Station,Imperial,73.0,7,45.0,2020-07-23
Ready,Federal Medical Station,Marin,12.0,98,0.0,2020-07-23
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-23
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-23
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-24
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-24
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-24
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-24
Ready,Federal Medical Station,Marin,129.0,121,0.0,2020-07-24
Ready,Alternative Care Facility,Tulare,32.0,18,123.0,2020-07-24
Ready,Federal Medical Station,Imperial,70.0,10,45.0,2020-07-24
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-24
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-24
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-07-24
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-24
Ready,Hospital,San Mateo,100.0,20,0.0,2020-07-24
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-24
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-25
Ready,Alternative Care Facility,Tulare,28.0,22,123.0,2020-07-25
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-25
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-25
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-25
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-25
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-25
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-25
Ready,Alternative Care Facility,Orange,37.0,23,185.0,2020-07-25
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-25
Ready,Federal Medical Station,Marin,96.0,154,0.0,2020-07-25
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-25
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-25
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-26
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-26
Ready,Hospital,San Mateo,96.0,24,0.0,2020-07-26
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-26
Ready,Federal Medical Station,Marin,79.0,171,0.0,2020-07-26
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-26
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-26
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-26
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-26
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-26
Ready,Federal Medical Station,Imperial,70.0,10,45.0,2020-07-26
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-07-26
Ready,Alternative Care Facility,Tulare,32.0,18,123.0,2020-07-26
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-27
Ready,Federal Medical Station,Marin,70.0,180,0.0,2020-07-27
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-27
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-27
Ready,Hospital,San Mateo,98.0,22,0.0,2020-07-27
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-27
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-27
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-27
Ready,Alternative Care Facility,Orange,41.0,19,185.0,2020-07-27
Ready,Federal Medical Station,Imperial,66.0,14,45.0,2020-07-27
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-27
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-27
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-27
Ready,Hospital,San Mateo,101.0,19,0.0,2020-07-28
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-28
Ready,Federal Medical Station,Marin,66.0,184,0.0,2020-07-28
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-28
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-28
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-28
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-28
Ready,Alternative Care Facility,Orange,43.0,17,185.0,2020-07-28
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-28
Ready,Federal Medical Station,Imperial,69.0,11,45.0,2020-07-28
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-28
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-28
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-28
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-29
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-29
Ready,Alternative Care Facility,Orange,43.0,17,185.0,2020-07-29
