County,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Santa Clara,8/28/20,139,15,154,3021,51,2,98
Plumas,8/28/20,0,0,0,35,0,0,0
Fresno,8/28/20,201,27,228,1600,43,1,13
Mariposa,8/28/20,0,0,0,19,0,0,0
Lake,8/28/20,1,2,3,65,0,1,2
Kings,8/28/20,32,0,32,193,4,0,8
Placer,8/28/20,41,21,62,742,14,4,27
Amador,8/28/20,4,0,4,51,1,0,4
El Dorado,8/28/20,0,0,0,189,0,0,12
Ventura,8/28/20,71,24,95,1309,33,3,45
Merced,8/28/20,24,2,26,254,9,2,1
Santa Cruz,8/28/20,9,6,15,276,1,1,12
Imperial,8/28/20,32,0,32,259,9,0,11
Shasta,8/28/20,3,0,3,561,1,0,8
Glenn,8/28/20,0,0,0,47,0,0,0
Yuba,8/28/20,18,2,20,265,4,0,7
Siskiyou,8/28/20,0,0,0,56,0,0,4
Butte,8/28/20,19,0,19,451,6,0,4
Contra Costa,8/28/20,92,28,120,1461,35,3,42
San Luis Obispo,8/28/20,14,2,16,451,3,0,19
Sacramento,8/28/20,202,28,230,2489,57,7,108
Madera,8/28/20,25,12,37,274,8,0,2
Yolo,8/28/20,6,0,6,96,1,0,12
Sutter,8/28/20,0,0,0,0,0,0,0
Trinity,8/28/20,0,0,0,25,0,0,0
Mendocino,8/28/20,5,0,5,150,0,0,3
San Bernardino,8/28/20,305,49,354,3851,111,4,159
Alameda,8/28/20,202,46,248,2456,63,7,89
Monterey,8/28/20,31,0,31,729,17,0,20
Solano,8/28/20,31,5,36,536,8,0,7
Sonoma,8/28/20,38,9,47,556,11,1,8
Colusa,8/28/20,11,1,12,48,0,0,0
Del Norte,8/28/20,0,0,0,51,0,0,3
Napa,8/29/20,2,1,3,208,0,0,11
Humboldt,8/29/20,1,1,2,268,1,1,2
Alameda,8/29/20,188,44,232,2426,58,6,76
Colusa,8/29/20,10,1,11,48,0,0,0
Riverside,8/29/20,217,88,305,3283,74,9,99
Yolo,8/29/20,5,0,5,96,2,0,6
El Dorado,8/29/20,1,0,1,189,1,0,11
San Francisco,8/29/20,74,11,85,1839,26,3,52
Butte,8/29/20,17,0,17,451,5,0,3
Plumas,8/29/20,0,0,0,35,0,0,0
Yuba,8/29/20,20,0,20,265,3,0,13
Sacramento,8/29/20,200,45,245,2472,60,6,100
Placer,8/29/20,38,23,61,739,12,4,28
Fresno,8/29/20,196,29,225,1587,48,5,17
Mariposa,8/29/20,0,0,0,19,0,0,0
Mono,8/29/20,0,0,0,17,0,0,2
Glenn,8/29/20,0,0,0,47,0,0,0
Contra Costa,8/29/20,95,10,105,1451,32,0,45
Los Angeles,8/29/20,1043,415,1458,19773,345,44,862
San Diego,8/29/20,230,73,303,6631,80,12,294
San Bernardino,8/29/20,292,42,334,3828,103,5,167
Mendocino,8/29/20,2,0,2,150,0,0,5
Sonoma,8/29/20,34,5,39,532,9,2,9
Monterey,8/29/20,31,0,31,729,16,0,20
Orange,8/29/20,329,48,377,5754,99,8,250
Santa Barbara,8/29/20,43,5,48,666,18,2,52
Marin,8/29/20,11,3,14,318,12,0,11
Stanislaus,8/29/20,145,39,184,1301,36,3,27
Merced,8/29/20,25,2,27,253,9,0,4
Madera,8/29/20,27,9,36,274,8,1,3
San Luis Obispo,8/29/20,12,3,15,451,4,2,17
Santa Cruz,8/29/20,8,9,17,276,1,1,10
Imperial,8/29/20,31,0,31,259,8,0,18
San Mateo,8/29/20,41,12,53,697,12,4,27
Shasta,8/29/20,4,0,4,561,1,0,9
Tehama,8/29/20,1,0,1,59,0,0,2
Sutter,8/29/20,0,0,0,0,0,0,0
Tulare,8/29/20,51,2,53,664,12,0,13
Trinity,8/29/20,0,0,0,25,0,0,0
San Joaquin,8/29/20,109,24,133,1007,33,3,43
Kings,8/29/20,32,0,32,193,3,0,9
Solano,8/29/20,34,6,40,536,8,1,8
Lassen,8/29/20,0,0,0,25,0,0,0
Modoc,8/29/20,0,0,0,41,0,0,0
Del Norte,8/29/20,0,1,1,51,0,0,4
Siskiyou,8/29/20,0,0,0,56,0,0,4
Inyo,8/29/20,0,0,0,29,0,0,4
Ventura,8/29/20,69,23,92,1300,32,5,45
Amador,8/29/20,1,0,1,51,0,0,3
Calaveras,8/29/20,2,1,3,33,2,1,4
Tuolumne,8/29/20,2,0,2,84,0,0,2
Santa Clara,8/29/20,144,22,166,3019,50,2,102
San Benito,8/29/20,2,0,2,25,2,0,1
Lake,8/29/20,1,0,1,65,0,0,4
Kern,8/29/20,118,6,124,1303,41,0,46
Nevada,8/29/20,2,0,2,121,0,0,2
Siskiyou,8/30/20,0,0,0,56,0,0,4
Stanislaus,8/30/20,140,31,171,1305,37,2,24
Napa,8/30/20,3,1,4,359,0,0,25
El Dorado,8/30/20,1,0,1,189,1,0,10
Inyo,8/30/20,0,0,0,29,0,0,4
Los Angeles,8/30/20,1057,386,1443,19714,345,53,934
Sutter,8/30/20,0,0,0,0,0,0,0
Colusa,8/30/20,10,1,11,48,0,0,0
Modoc,8/30/20,0,0,0,41,0,0,0
Shasta,8/30/20,3,0,3,561,1,0,11
Plumas,8/30/20,0,0,0,35,0,0,0
San Mateo,8/30/20,45,12,57,688,14,5,28
Lake,8/30/20,0,0,0,65,0,0,4
Solano,8/30/20,33,7,40,532,8,0,10
Imperial,8/30/20,28,0,28,259,8,0,16
Santa Cruz,8/30/20,8,6,14,276,2,0,8
Monterey,8/30/20,35,0,35,729,15,0,25
Yuba,8/30/20,13,0,13,265,2,0,13
San Bernardino,8/30/20,283,54,337,3808,99,7,149
Amador,8/30/20,1,0,1,51,0,0,2
Calaveras,8/30/20,2,2,4,33,2,0,4
Butte,8/30/20,18,0,18,451,4,0,6
Riverside,8/30/20,210,71,281,3322,73,5,96
Lassen,8/30/20,0,0,0,25,0,0,0
Del Norte,8/30/20,0,0,0,52,0,0,5
San Diego,8/30/20,234,71,305,6638,81,15,300
San Benito,8/30/20,2,0,2,25,2,0,1
Marin,8/30/20,12,3,15,321,2,0,11
Tuolumne,8/30/20,2,0,2,84,0,0,4
Merced,8/30/20,25,1,26,253,10,0,3
Kern,8/30/20,115,4,119,1320,34,0,47
San Francisco,8/30/20,70,10,80,1788,28,3,77
Trinity,8/30/20,0,0,0,25,0,0,0
Mono,8/30/20,0,0,0,17,0,0,2
Nevada,8/30/20,2,2,4,108,0,2,2
Glenn,8/30/20,0,0,0,47,0,0,0
Madera,8/30/20,28,9,37,274,11,0,4
Alameda,8/30/20,183,37,220,2414,53,3,89
Placer,8/30/20,39,20,59,742,12,2,29
Yolo,8/30/20,5,0,5,96,3,0,7
Orange,8/30/20,317,61,378,5701,98,9,244
Fresno,8/30/20,190,34,224,1572,44,3,19
Tulare,8/30/20,49,3,52,664,12,0,17
Tehama,8/30/20,1,0,1,59,0,0,1
Santa Barbara,8/30/20,36,4,40,666,17,0,51
Kings,8/30/20,32,0,32,193,3,0,9
Contra Costa,8/30/20,91,14,105,1456,29,3,57
Santa Clara,8/30/20,139,25,164,3007,47,1,95
San Luis Obispo,8/30/20,10,3,13,451,4,0,20
Mariposa,8/30/20,0,0,0,19,0,0,0
Sacramento,8/30/20,196,31,227,2463,55,2,109
San Joaquin,8/30/20,102,14,116,1005,30,1,43
Ventura,8/30/20,72,30,102,1287,28,6,45
Sonoma,8/30/20,33,3,36,511,8,0,12
Mendocino,8/30/20,2,0,2,150,0,0,6
Humboldt,8/30/20,1,1,2,268,1,1,2
Mono,8/31/20,0,0,0,17,0,0,2
Mendocino,8/31/20,2,0,2,150,0,0,6
Napa,8/31/20,1,0,1,351,0,0,21
Imperial,8/31/20,27,0,27,259,8,0,15
Del Norte,8/31/20,0,0,0,52,0,0,3
Tehama,8/31/20,1,0,1,59,0,0,6
Amador,8/31/20,1,0,1,51,0,0,3
Ventura,8/31/20,65,15,80,1276,27,4,45
Los Angeles,8/31/20,1048,415,1463,19746,321,62,954
Tuolumne,8/31/20,1,0,1,84,0,0,3
Stanislaus,8/31/20,143,46,189,1305,38,8,26
Shasta,8/31/20,2,0,2,561,1,0,7
Lassen,8/31/20,0,0,0,25,0,0,0
Sonoma,8/31/20,31,10,41,507,9,2,12
Glenn,8/31/20,0,0,0,47,0,0,0
Madera,8/31/20,29,12,41,274,11,2,5
San Francisco,8/31/20,74,12,86,1809,26,3,79
San Benito,8/31/20,2,0,2,25,2,0,1
Calaveras,8/31/20,2,1,3,33,2,0,4
Tulare,8/31/20,50,1,51,686,10,0,16
Butte,8/31/20,17,1,18,451,4,0,19
Trinity,8/31/20,0,0,0,25,0,0,0
Santa Barbara,8/31/20,41,6,47,666,18,1,52
Monterey,8/31/20,30,0,30,729,15,0,25
Humboldt,8/31/20,1,0,1,265,1,0,4
Yuba,8/31/20,12,0,12,265,2,0,11
Santa Cruz,8/31/20,9,4,13,276,2,0,9
Contra Costa,8/31/20,81,28,109,1450,25,5,57
Orange,8/31/20,307,61,368,5714,93,10,254
Mariposa,8/31/20,0,0,0,19,0,0,0
San Mateo,8/31/20,41,14,55,686,13,4,35
Solano,8/31/20,32,6,38,537,8,0,6
Nevada,8/31/20,2,4,6,109,0,2,4
Colusa,8/31/20,10,1,11,48,0,0,0
Lake,8/31/20,0,0,0,65,0,0,6
San Bernardino,8/31/20,292,63,355,3843,98,7,168
Fresno,8/31/20,184,25,209,1568,48,1,21
El Dorado,8/31/20,0,0,0,189,0,0,13
Kings,8/31/20,39,1,40,193,9,1,2
Sutter,8/31/20,0,0,0,0,0,0,0
Inyo,8/31/20,0,0,0,29,0,0,4
Siskiyou,8/31/20,0,0,0,56,0,0,4
Kern,8/31/20,122,6,128,1309,42,0,46
Marin,8/31/20,14,1,15,323,3,1,11
San Joaquin,8/31/20,102,14,116,1005,33,1,40
San Luis Obispo,8/31/20,10,4,14,451,4,0,21
Sacramento,8/31/20,196,47,243,2464,52,7,121
Yolo,8/31/20,6,0,6,96,3,0,6
Modoc,8/31/20,0,0,0,41,0,0,0
Alameda,8/31/20,173,46,219,2372,46,10,96
San Diego,8/31/20,233,73,306,6632,84,11,307
Merced,8/31/20,27,1,28,253,11,0,4
Santa Clara,8/31/20,134,26,160,3072,45,1,109
Placer,8/31/20,39,22,61,733,12,5,29
Plumas,8/31/20,0,0,0,35,0,0,0
Riverside,8/31/20,216,54,270,3288,68,10,102
Sutter,9/1/20,0,0,0,0,0,0,0
Yolo,9/1/20,7,0,7,96,4,0,4
Sonoma,9/1/20,29,8,37,498,12,1,9
Imperial,9/1/20,29,0,29,259,8,0,12
Merced,9/1/20,26,1,27,253,12,0,3
Modoc,9/1/20,0,0,0,41,0,0,0
Calaveras,9/1/20,2,2,4,33,2,2,4
Fresno,9/1/20,172,34,206,1573,48,2,18
Tulare,9/1/20,50,2,52,664,10,0,15
Ventura,9/1/20,68,31,99,1301,27,5,47
Los Angeles,9/1/20,1062,426,1488,19849,320,52,933
San Benito,9/1/20,4,0,4,25,2,0,1
Contra Costa,9/1/20,76,22,98,1463,24,5,53
San Luis Obispo,9/1/20,9,4,13,451,4,1,22
Nevada,9/1/20,1,1,2,118,0,1,4
Santa Clara,9/1/20,132,27,159,3113,49,2,108
Placer,9/1/20,37,26,63,742,11,0,25
Inyo,9/1/20,0,1,1,29,0,0,4
Mendocino,9/1/20,4,0,4,150,2,0,4
Sacramento,9/1/20,187,47,234,2481,54,6,106
Lake,9/1/20,0,1,1,65,0,1,4
Shasta,9/1/20,3,0,3,561,1,0,8
Mono,9/1/20,0,0,0,17,0,0,2
Solano,9/1/20,31,7,38,539,6,0,7
Mariposa,9/1/20,0,0,0,19,0,0,0
Kings,9/1/20,38,0,38,193,9,0,2
El Dorado,9/1/20,0,2,2,189,0,1,14
San Mateo,9/1/20,37,15,52,685,12,3,32
Butte,9/1/20,17,0,17,451,3,0,19
Glenn,9/1/20,0,0,0,47,0,0,0
Orange,9/1/20,295,64,359,5754,89,13,218
Trinity,9/1/20,0,0,0,25,0,0,0
Siskiyou,9/1/20,0,0,0,56,0,0,8
San Francisco,9/1/20,77,16,93,1873,24,3,68
Santa Cruz,9/1/20,10,6,16,276,3,0,8
Alameda,9/1/20,162,48,210,2395,49,8,87
Monterey,9/1/20,28,1,29,729,16,1,21
Plumas,9/1/20,0,0,0,35,0,0,0
Lassen,9/1/20,0,0,0,25,0,0,0
Humboldt,9/1/20,1,2,3,263,1,0,4
San Joaquin,9/1/20,102,13,115,1004,31,3,42
Stanislaus,9/1/20,135,43,178,1307,38,6,23
Kern,9/1/20,117,10,127,1321,39,0,43
San Diego,9/1/20,231,76,307,6640,85,11,305
Del Norte,9/1/20,0,0,0,51,0,0,2
Colusa,9/1/20,6,1,7,48,0,0,0
Yuba,9/1/20,13,0,13,265,2,0,10
Tehama,9/1/20,2,0,2,59,1,0,4
San Bernardino,9/1/20,283,66,349,3860,100,7,137
Riverside,9/1/20,207,57,264,3363,69,8,93
Amador,9/1/20,2,0,2,51,0,0,4
Napa,9/1/20,2,1,3,351,0,0,22
Tuolumne,9/1/20,2,0,2,84,0,0,4
Madera,9/1/20,27,10,37,274,10,0,3
Marin,9/1/20,12,2,14,323,2,0,6
Santa Barbara,9/1/20,38,5,43,666,18,0,40
Santa Clara,9/2/20,130,28,158,3124,51,3,98
Riverside,9/2/20,189,67,256,3359,60,13,97
Mono,9/2/20,0,0,0,17,0,0,1
Napa,9/2/20,1,0,1,351,1,0,23
Fresno,9/2/20,161,27,188,1539,45,1,17
Contra Costa,9/2/20,77,17,94,1459,26,5,62
Tuolumne,9/2/20,2,1,3,84,0,0,5
San Bernardino,9/2/20,264,59,323,3851,92,9,134
Tehama,9/2/20,2,0,2,59,1,0,4
Butte,9/2/20,17,1,18,451,3,0,12
San Mateo,9/2/20,36,11,47,690,12,3,25
Santa Barbara,9/2/20,39,5,44,666,16,0,45
Santa Cruz,9/2/20,11,4,15,276,3,1,10
Lake,9/2/20,0,0,0,65,0,0,4
Humboldt,9/2/20,1,2,3,271,1,0,1
Merced,9/2/20,27,1,28,253,12,0,6
Colusa,9/2/20,1,0,1,48,0,0,0
Modoc,9/2/20,0,0,0,41,0,0,0
San Benito,9/2/20,2,0,2,25,2,0,1
Stanislaus,9/2/20,131,34,165,1296,36,7,22
Sacramento,9/2/20,193,29,222,2467,54,8,96
San Diego,9/2/20,220,70,290,6652,80,14,280
Yolo,9/2/20,8,0,8,96,2,0,7
Madera,9/2/20,25,9,34,274,10,0,5
Monterey,9/2/20,29,1,30,729,15,0,23
Tulare,9/2/20,53,1,54,664,10,0,8
Del Norte,9/2/20,0,0,0,51,0,0,1
Marin,9/2/20,14,1,15,331,3,0,7
San Francisco,9/2/20,70,12,82,1854,21,4,61
Solano,9/2/20,32,6,38,533,8,0,8
San Joaquin,9/2/20,103,22,125,1003,32,4,48
Inyo,9/2/20,0,1,1,29,0,0,4
Nevada,9/2/20,1,1,2,129,0,0,5
Siskiyou,9/2/20,0,0,0,56,0,0,8
Alameda,9/2/20,150,41,191,2404,44,6,95
Sonoma,9/2/20,31,6,37,513,11,2,8
Ventura,9/2/20,61,30,91,1305,23,7,41
Lassen,9/2/20,0,0,0,25,0,0,0
Mariposa,9/2/20,0,0,0,19,0,0,0
Glenn,9/2/20,0,0,0,47,0,0,0
Sutter,9/2/20,0,0,0,0,0,0,0
Yuba,9/2/20,17,0,17,265,2,0,11
Placer,9/2/20,38,20,58,740,12,2,28
Orange,9/2/20,272,60,332,5612,79,10,202
Los Angeles,9/2/20,992,386,1378,19805,296,49,919
El Dorado,9/2/20,0,1,1,189,0,1,10
Calaveras,9/2/20,4,2,6,33,2,1,4
Amador,9/2/20,3,0,3,51,0,0,4
Kings,9/2/20,31,0,31,193,2,0,9
Kern,9/2/20,120,6,126,1322,39,0,43
Mendocino,9/2/20,4,0,4,150,1,0,4
Shasta,9/2/20,4,0,4,561,1,0,10
Imperial,9/2/20,29,0,29,259,8,0,12
San Luis Obispo,9/2/20,9,5,14,451,3,1,20
Trinity,9/2/20,0,0,0,25,0,0,0
Plumas,9/2/20,0,0,0,35,0,0,0
San Benito,9/3/20,2,0,2,25,2,0,1
Los Angeles,9/3/20,984,362,1346,19780,310,51,913
Del Norte,9/3/20,0,0,0,51,0,0,2
San Bernardino,9/3/20,252,43,295,3878,89,4,138
Napa,9/3/20,3,2,5,351,2,0,19
Amador,9/3/20,2,0,2,51,0,0,5
Siskiyou,9/3/20,0,0,0,56,0,0,8
Butte,9/3/20,20,1,21,451,3,0,14
Nevada,9/3/20,1,0,1,129,0,0,5
Inyo,9/3/20,0,0,0,29,0,0,4
Glenn,9/3/20,0,0,0,47,0,0,0
Sacramento,9/3/20,190,32,222,2434,52,6,84
Humboldt,9/3/20,1,0,1,271,1,0,0
Imperial,9/3/20,27,0,27,259,7,0,13
Stanislaus,9/3/20,124,34,158,1295,35,4,19
Yuba,9/3/20,13,0,13,265,2,0,13
Marin,9/3/20,16,3,19,326,2,0,9
Solano,9/3/20,32,13,45,547,9,1,8
San Diego,9/3/20,218,71,289,6634,71,14,280
Shasta,9/3/20,4,0,4,561,1,0,10
San Mateo,9/3/20,33,8,41,695,11,2,25
Calaveras,9/3/20,5,0,5,33,3,0,5
Tulare,9/3/20,46,5,51,664,7,0,17
Mono,9/3/20,0,0,0,17,0,0,2
Riverside,9/3/20,185,37,222,3349,63,10,102
Mariposa,9/3/20,0,0,0,19,0,0,0
Orange,9/3/20,264,44,308,5614,77,9,221
Yolo,9/3/20,8,0,8,97,1,0,7
Merced,9/3/20,27,3,30,253,11,0,7
Alameda,9/3/20,147,54,201,2401,43,4,95
San Joaquin,9/3/20,93,19,112,1002,30,0,48
Placer,9/3/20,41,24,65,744,13,3,28
Kings,9/3/20,32,0,32,193,3,0,9
Modoc,9/3/20,0,0,0,41,0,0,0
Santa Cruz,9/3/20,9,7,16,277,3,1,9
Lake,9/3/20,0,0,0,65,0,0,3
Mendocino,9/3/20,4,0,4,150,1,0,1
San Francisco,9/3/20,63,11,74,1848,21,4,58
Plumas,9/3/20,0,0,0,35,0,0,0
Tehama,9/3/20,2,0,2,59,1,0,4
Contra Costa,9/3/20,71,13,84,1461,24,3,56
Sonoma,9/3/20,33,2,35,534,13,0,9
Sutter,9/3/20,0,0,0,0,0,0,0
Santa Clara,9/3/20,125,27,152,3124,49,2,90
El Dorado,9/3/20,0,2,2,189,0,2,9
Tuolumne,9/3/20,2,0,2,84,0,0,3
Madera,9/3/20,25,12,37,274,9,0,5
Colusa,9/3/20,1,0,1,48,0,0,0
Kern,9/3/20,119,6,125,1322,37,0,44
Ventura,9/3/20,57,19,76,1314,24,4,42
Monterey,9/3/20,27,1,28,729,15,0,21
San Luis Obispo,9/3/20,9,1,10,451,2,1,20
Fresno,9/3/20,156,25,181,1552,44,1,15
Santa Barbara,9/3/20,40,7,47,666,16,2,49
Lassen,9/3/20,0,0,0,25,0,0,0
Trinity,9/3/20,0,0,0,25,0,0,0
Yuba,9/4/20,16,0,16,265,3,0,14
Orange,9/4/20,274,54,328,5576,83,6,220
Nevada,9/4/20,1,2,3,119,0,1,2
Alameda,9/4/20,142,35,177,2391,44,3,100
Solano,9/4/20,32,8,40,564,9,1,9
Mono,9/4/20,0,0,0,17,0,0,2
Santa Barbara,9/4/20,37,6,43,666,14,3,53
Madera,9/4/20,25,8,33,274,9,0,3
Mariposa,9/4/20,0,0,0,19,0,0,0
Los Angeles,9/4/20,966,355,1321,19804,305,52,907
Merced,9/4/20,23,0,23,253,9,0,10
Siskiyou,9/4/20,0,0,0,56,0,0,7
Colusa,9/4/20,1,1,2,48,0,0,0
Placer,9/4/20,41,16,57,743,11,1,27
Sutter,9/4/20,0,0,0,0,0,0,0
San Bernardino,9/4/20,239,44,283,3864,87,7,167
Sonoma,9/4/20,37,6,43,519,13,0,7
Lassen,9/4/20,0,0,0,25,0,0,0
Napa,9/4/20,3,1,4,351,2,0,21
Tuolumne,9/4/20,1,0,1,84,0,0,2
San Mateo,9/4/20,37,5,42,686,12,2,27
Glenn,9/4/20,0,0,0,47,0,0,0
Yolo,9/4/20,8,0,8,97,7,0,2
Kings,9/4/20,35,0,35,193,3,0,6
El Dorado,9/4/20,0,1,1,189,0,1,7
Riverside,9/4/20,177,39,216,3380,64,9,98
Kern,9/4/20,98,1,99,1332,32,0,50
Stanislaus,9/4/20,126,33,159,1296,37,2,12
Butte,9/4/20,15,0,15,451,3,0,15
San Luis Obispo,9/4/20,7,3,10,451,3,1,20
Trinity,9/4/20,0,0,0,25,0,0,0
Imperial,9/4/20,25,0,25,259,7,0,12
Modoc,9/4/20,0,0,0,41,0,0,0
San Benito,9/4/20,3,0,3,25,2,0,1
Plumas,9/4/20,0,0,0,35,0,0,0
Tehama,9/4/20,2,0,2,59,1,0,4
San Joaquin,9/4/20,86,15,101,1005,29,0,41
San Francisco,9/4/20,58,7,65,1860,23,0,56
Del Norte,9/4/20,0,0,0,51,0,0,2
Santa Cruz,9/4/20,8,2,10,276,3,0,7
Amador,9/4/20,2,0,2,51,0,0,3
Santa Clara,9/4/20,122,11,133,3083,42,0,96
Tulare,9/4/20,44,4,48,664,7,0,16
Mendocino,9/4/20,4,0,4,150,1,0,1
Shasta,9/4/20,3,3,6,561,1,0,5
Marin,9/4/20,12,3,15,323,4,0,8
Sacramento,9/4/20,177,33,210,2480,52,5,90
Humboldt,9/4/20,1,1,2,269,1,1,2
Lake,9/4/20,0,1,1,65,0,0,4
Ventura,9/4/20,50,30,80,1269,22,6,52
Calaveras,9/4/20,4,1,5,33,3,0,5
San Diego,9/4/20,219,59,278,6616,80,17,282
Contra Costa,9/4/20,73,14,87,1519,27,5,68
Monterey,9/4/20,26,3,29,729,17,0,20
Fresno,9/4/20,153,23,176,1498,44,3,12
Inyo,9/4/20,0,1,1,29,0,0,4
San Diego,9/5/20,193,67,260,6611,82,12,276
Napa,9/5/20,3,2,5,351,3,2,18
Contra Costa,9/5/20,73,26,99,1528,26,3,50
San Joaquin,9/5/20,88,16,104,1005,31,0,52
Yolo,9/5/20,10,0,10,97,7,0,3
Orange,9/5/20,253,54,307,5615,77,6,231
Mendocino,9/5/20,4,0,4,150,1,0,1
Butte,9/5/20,15,1,16,451,4,0,17
Riverside,9/5/20,171,49,220,3319,62,7,91
Glenn,9/5/20,0,0,0,47,0,0,0
San Francisco,9/5/20,51,6,57,1808,22,0,64
Stanislaus,9/5/20,131,31,162,1298,38,4,18
Santa Barbara,9/5/20,41,7,48,666,14,2,59
Kern,9/5/20,83,4,87,1309,27,0,53
San Benito,9/5/20,1,0,1,25,1,0,2
Monterey,9/5/20,27,2,29,729,10,0,18
Los Angeles,9/5/20,943,361,1304,19813,305,43,926
Calaveras,9/5/20,3,3,6,33,2,1,4
Humboldt,9/5/20,1,1,2,269,1,1,3
Tulare,9/5/20,52,4,56,664,7,0,18
Alameda,9/5/20,145,42,187,2406,37,4,105
Lassen,9/5/20,0,0,0,25,0,0,0
Shasta,9/5/20,3,1,4,561,1,0,4
San Bernardino,9/5/20,243,39,282,3822,86,4,156
Mono,9/5/20,0,0,0,17,0,0,2
Tuolumne,9/5/20,1,0,1,84,1,0,3
Marin,9/5/20,13,7,20,330,5,0,9
Solano,9/5/20,37,8,45,584,10,1,9
Sacramento,9/5/20,168,36,204,2424,50,3,92
Kings,9/5/20,32,1,33,193,3,0,8
Amador,9/5/20,1,0,1,51,0,0,3
Fresno,9/5/20,153,20,173,1515,44,1,22
Sonoma,9/5/20,34,7,41,480,10,0,6
Santa Clara,9/5/20,124,17,141,2985,42,0,93
Yuba,9/5/20,19,0,19,265,3,0,13
Imperial,9/5/20,26,1,27,259,7,0,9
Sutter,9/5/20,0,0,0,0,0,0,0
Modoc,9/5/20,0,0,0,41,0,0,0
Colusa,9/5/20,1,0,1,48,0,0,0
Placer,9/5/20,42,21,63,744,11,2,27
Madera,9/5/20,23,13,36,274,9,0,2
Trinity,9/5/20,0,0,0,25,0,0,0
Del Norte,9/5/20,0,1,1,51,0,0,4
Siskiyou,9/5/20,0,0,0,56,0,0,7
Merced,9/5/20,26,3,29,254,10,2,7
Mariposa,9/5/20,0,0,0,19,0,0,0
Plumas,9/5/20,0,0,0,35,0,0,0
Nevada,9/5/20,0,0,0,29,0,0,1
Inyo,9/5/20,0,0,0,29,0,0,4
Lake,9/5/20,1,0,1,65,0,0,4
Ventura,9/5/20,50,27,77,1254,25,9,54
Santa Cruz,9/5/20,8,3,11,276,3,0,6
El Dorado,9/5/20,0,0,0,189,0,0,12
San Mateo,9/5/20,35,8,43,680,10,3,25
Tehama,9/5/20,2,0,2,59,1,0,2
San Luis Obispo,9/5/20,6,1,7,451,3,0,18
Imperial,9/6/20,30,1,31,259,10,0,6
Ventura,9/6/20,52,33,85,1249,28,11,51
Tuolumne,9/6/20,0,0,0,84,0,0,2
Modoc,9/6/20,0,0,0,41,0,0,0
Lassen,9/6/20,0,0,0,25,0,0,0
Merced,9/6/20,27,6,33,253,9,1,5
Napa,9/6/20,4,5,9,351,1,0,17
Humboldt,9/6/20,1,1,2,269,1,1,3
Fresno,9/6/20,152,18,170,1520,45,0,17
Yolo,9/6/20,9,1,10,97,6,1,4
Kings,9/6/20,35,1,36,193,3,0,9
Tehama,9/6/20,2,0,2,59,2,0,4
Mono,9/6/20,0,0,0,17,0,0,2
Glenn,9/6/20,0,0,0,47,0,0,0
Mariposa,9/6/20,0,0,0,19,0,0,0
Trinity,9/6/20,0,0,0,25,0,0,0
Shasta,9/6/20,2,1,3,561,1,0,4
San Francisco,9/6/20,57,17,74,1772,24,2,69
San Joaquin,9/6/20,86,9,95,1004,28,0,50
Orange,9/6/20,238,64,302,5534,75,9,242
Santa Clara,9/6/20,116,18,134,2936,41,1,95
Santa Cruz,9/6/20,9,5,14,276,3,1,8
Alameda,9/6/20,146,43,189,2405,40,2,114
Contra Costa,9/6/20,68,24,92,1522,26,2,53
Sutter,9/6/20,0,0,0,0,0,0,0
Inyo,9/6/20,0,0,0,29,0,0,4
Siskiyou,9/6/20,0,0,0,56,0,0,7
Yuba,9/6/20,19,0,19,265,3,0,11
Marin,9/6/20,13,8,21,323,5,1,8
Del Norte,9/6/20,0,1,1,51,0,0,6
Stanislaus,9/6/20,134,31,165,1296,37,5,18
Sonoma,9/6/20,37,14,51,501,10,2,5
Kern,9/6/20,80,12,92,1277,25,0,56
Sacramento,9/6/20,161,42,203,2391,70,1,92
Lake,9/6/20,0,1,1,65,0,1,3
Colusa,9/6/20,0,1,1,48,0,0,0
Calaveras,9/6/20,2,2,4,33,1,1,5
Solano,9/6/20,32,8,40,562,9,1,9
El Dorado,9/6/20,0,0,0,189,0,0,10
Monterey,9/6/20,28,1,29,729,8,0,18
Madera,9/6/20,25,11,36,274,8,0,4
Los Angeles,9/6/20,942,372,1314,19715,312,40,929
San Diego,9/6/20,195,71,266,6617,80,16,307
Amador,9/6/20,2,0,2,51,0,0,4
San Benito,9/6/20,1,0,1,25,1,0,1
Mendocino,9/6/20,5,0,5,150,2,0,1
San Bernardino,9/6/20,228,39,267,3785,89,4,151
Riverside,9/6/20,171,59,230,3307,59,10,94
Placer,9/6/20,41,26,67,739,11,3,22
Santa Barbara,9/6/20,44,7,51,666,17,2,63
San Mateo,9/6/20,30,16,46,677,11,6,23
Nevada,9/6/20,2,0,2,93,1,0,2
Tulare,9/6/20,55,4,59,664,8,0,15
San Luis Obispo,9/6/20,7,3,10,451,4,0,22
Plumas,9/6/20,0,0,0,35,0,0,0
Butte,9/6/20,20,1,21,451,6,0,11
Riverside,9/7/20,175,68,243,3334,60,13,91
Madera,9/7/20,25,6,31,274,9,0,2
Monterey,9/7/20,28,0,28,729,8,0,20
Trinity,9/7/20,0,0,0,25,0,0,0
